part,wage_from,wage_to,employer,employee,total
C,3400.01,3420.00,223.00,189.00,412.00
C,3420.01,3440.00,224.00,190.00,414.00
C,3440.01,3460.00,225.00,191.00,416.00
C,3460.01,3480.00,227.00,192.00,419.00
C,3480.01,3500.00,228.00,193.00,421.00
C,3500.01,3520.00,229.00,194.00,423.00
C,3520.01,3540.00,231.00,195.00,426.00
C,3540.01,3560.00,232.00,196.00,428.00
C,3560.01,3580.00,233.00,197.00,430.00
C,3580.01,3600.00,234.00,198.00,432.00
C,3600.01,3620.00,236.00,200.00,436.00
C,3620.01,3640.00,237.00,201.00,438.00
C,3640.01,3660.00,238.00,202.00,440.00
C,3660.01,3680.00,240.00,203.00,443.00
C,3680.01,3700.00,241.00,204.00,445.00
C,3700.01,3720.00,242.00,205.00,447.00
C,3720.01,3740.00,244.00,206.00,450.00
C,3740.01,3760.00,245.00,207.00,452.00
C,3760.01,3780.00,246.00,208.00,454.00
C,3780.01,3800.00,247.00,209.00,456.00
C,3800.01,3820.00,249.00,211.00,460.00
C,3820.01,3840.00,250.00,212.00,462.00
C,3840.01,3860.00,251.00,213.00,464.00
C,3860.01,3880.00,253.00,214.00,467.00
C,3880.01,3900.00,254.00,215.00,469.00
C,3900.01,3920.00,255.00,216.00,471.00
C,3920.01,3940.00,257.00,217.00,474.00
C,3940.01,3960.00,258.00,218.00,476.00
C,3960.01,3980.00,259.00,219.00,478.00
C,3980.01,4000.00,260.00,220.00,480.00
C,4000.01,4020.00,262.00,222.00,484.00
C,4020.01,4040.00,263.00,223.00,486.00
C,4040.01,4060.00,264.00,224.00,488.00
C,4060.01,4080.00,266.00,225.00,491.00
C,4080.01,4100.00,267.00,226.00,493.00
C,4100.01,4120.00,268.00,227.00,495.00
C,4120.01,4140.00,270.00,228.00,498.00
C,4140.01,4160.00,271.00,229.00,500.00
C,4160.01,4180.00,272.00,230.00,502.00
C,4180.01,4200.00,273.00,231.00,504.00
C,4200.01,4220.00,275.00,233.00,508.00
C,4220.01,4240.00,276.00,234.00,510.00
C,4240.01,4260.00,277.00,235.00,512.00
C,4260.01,4280.00,279.00,236.00,515.00
C,4280.01,4300.00,280.00,237.00,517.00
C,4300.01,4320.00,281.00,238.00,519.00
C,4320.01,4340.00,283.00,239.00,522.00
C,4340.01,4360.00,284.00,240.00,524.00
C,4360.01,4380.00,285.00,241.00,526.00
C,4380.01,4400.00,286.00,242.00,528.00
C,4400.01,4420.00,288.00,244.00,532.00
C,4420.01,4440.00,289.00,245.00,534.00
C,4440.01,4460.00,290.00,246.00,536.00
C,4460.01,4480.00,292.00,247.00,539.00
C,4480.01,4500.00,293.00,248.00,541.00
C,4500.01,4520.00,294.00,249.00,543.00
C,4520.01,4540.00,296.00,250.00,546.00
C,4540.01,4560.00,297.00,251.00,548.00
C,4560.01,4580.00,298.00,252.00,550.00
C,4580.01,4600.00,299.00,253.00,552.00
C,4600.01,4620.00,301.00,255.00,556.00
C,4620.01,4640.00,302.00,256.00,558.00
C,4640.01,4660.00,303.00,257.00,560.00
C,4660.01,4680.00,305.00,258.00,563.00
C,4680.01,4700.00,306.00,259.00,565.00
C,4700.01,4720.00,307.00,260.00,567.00
C,4720.01,4740.00,309.00,261.00,570.00
C,4740.01,4760.00,310.00,262.00,572.00
C,4760.01,4780.00,311.00,263.00,574.00
C,4780.01,4800.00,312.00,264.00,576.00
C,4800.01,4820.00,314.00,266.00,580.00
C,4820.01,4840.00,315.00,267.00,582.00
C,4840.01,4860.00,316.00,268.00,584.00
C,4860.01,4880.00,318.00,269.00,587.00
C,4880.01,4900.00,319.00,270.00,589.00
C,4900.01,4920.00,320.00,271.00,591.00
C,4920.01,4940.00,322.00,272.00,594.00
C,4940.01,4960.00,323.00,273.00,596.00
C,4960.01,4980.00,324.00,274.00,598.00
C,4980.01,5000.00,325.00,275.00,600.00
C,5000.01,5100.00,306.00,281.00,587.00
C,5100.01,5200.00,312.00,286.00,598.00
C,5200.01,5300.00,318.00,292.00,610.00
C,5300.01,5400.00,324.00,297.00,621.00
C,5400.01,5500.00,330.00,303.00,633.00
C,5500.01,5600.00,336.00,308.00,644.00
C,5600.01,5700.00,342.00,314.00,656.00
C,5700.01,5800.00,348.00,319.00,667.00
C,5800.01,5900.00,354.00,325.00,679.00
C,5900.01,6000.00,360.00,330.00,690.00
C,6000.01,6100.00,366.00,336.00,702.00
C,6100.01,6200.00,372.00,341.00,713.00
C,6200.01,6300.00,378.00,347.00,725.00
C,6300.01,6400.00,384.00,352.00,736.00
C,6400.01,6500.00,390.00,358.00,748.00
C,6500.01,6600.00,396.00,363.00,759.00
C,6600.01,6700.00,402.00,369.00,771.00
C,6700.01,6800.00,408.00,374.00,782.00
C,6800.01,6900.00,414.00,380.00,794.00
C,6900.01,7000.00,420.00,385.00,805.00
C,7000.01,7100.00,426.00,391.00,817.00
C,7100.01,7200.00,432.00,396.00,828.00
C,7200.01,7300.00,438.00,402.00,840.00
C,7300.01,7400.00,444.00,407.00,851.00
C,7400.01,7500.00,450.00,413.00,863.00
C,7500.01,7600.00,456.00,418.00,874.00
C,7600.01,7700.00,462.00,424.00,886.00
C,7700.01,7800.00,468.00,429.00,897.00
C,7800.01,7900.00,474.00,435.00,909.00
C,7900.01,8000.00,480.00,440.00,920.00
C,8000.01,8100.00,486.00,446.00,932.00
C,8100.01,8200.00,492.00,451.00,943.00
C,8200.01,8300.00,498.00,457.00,955.00
C,8300.01,8400.00,504.00,462.00,966.00
C,8400.01,8500.00,510.00,468.00,978.00
C,8500.01,8600.00,516.00,473.00,989.00
C,8600.01,8700.00,522.00,479.00,1001.00
C,8700.01,8800.00,528.00,484.00,1012.00
C,8800.01,8900.00,534.00,490.00,1024.00
C,8900.01,9000.00,540.00,495.00,1035.00
C,9000.01,9100.00,546.00,501.00,1047.00
C,9100.01,9200.00,552.00,506.00,1058.00
C,9200.01,9300.00,558.00,512.00,1070.00
C,9300.01,9400.00,564.00,517.00,1081.00
C,9400.01,9500.00,570.00,523.00,1093.00
C,9500.01,9600.00,576.00,528.00,1104.00
C,9600.01,9700.00,582.00,534.00,1116.00
C,9700.01,9800.00,588.00,539.00,1127.00
C,9800.01,9900.00,594.00,545.00,1139.00
C,9900.01,10000.00,600.00,550.00,1150.00
C,10000.01,10100.00,606.00,556.00,1162.00
C,10100.01,10200.00,612.00,561.00,1173.00
C,10200.01,10300.00,618.00,567.00,1185.00
C,10300.01,10400.00,624.00,572.00,1196.00
C,10400.01,10500.00,630.00,578.00,1208.00
C,10500.01,10600.00,636.00,583.00,1219.00
C,10600.01,10700.00,642.00,589.00,1231.00
C,10700.01,10800.00,648.00,594.00,1242.00
C,10800.01,10900.00,654.00,600.00,1254.00
C,10900.01,11000.00,660.00,605.00,1265.00
C,11000.01,11100.00,666.00,611.00,1277.00
C,11100.01,11200.00,672.00,616.00,1288.00
C,11200.01,11300.00,678.00,622.00,1300.00
C,11300.01,11400.00,684.00,627.00,1311.00
C,11400.01,11500.00,690.00,633.00,1323.00
C,11500.01,11600.00,696.00,638.00,1334.00
C,11600.01,11700.00,702.00,644.00,1346.00
C,11700.01,11800.00,708.00,649.00,1357.00
C,11800.01,11900.00,714.00,655.00,1369.00
C,11900.01,12000.00,720.00,660.00,1380.00
C,12000.01,12100.00,726.00,666.00,1392.00
C,12100.01,12200.00,732.00,671.00,1403.00
C,12200.01,12300.00,738.00,677.00,1415.00
C,12300.01,12400.00,744.00,682.00,1426.00
C,12400.01,12500.00,750.00,688.00,1438.00
C,12500.01,12600.00,756.00,693.00,1449.00
C,12600.01,12700.00,762.00,699.00,1461.00
C,12700.01,12800.00,768.00,704.00,1472.00
C,12800.01,12900.00,774.00,710.00,1484.00
C,12900.01,13000.00,780.00,715.00,1495.00
C,13000.01,13100.00,786.00,721.00,1507.00
C,13100.01,13200.00,792.00,726.00,1518.00
C,13200.01,13300.00,798.00,732.00,1530.00
C,13300.01,13400.00,804.00,737.00,1541.00
C,13400.01,13500.00,810.00,743.00,1553.00
C,13500.01,13600.00,816.00,748.00,1564.00
C,13600.01,13700.00,822.00,754.00,1576.00
C,13700.01,13800.00,828.00,759.00,1587.00
C,13800.01,13900.00,834.00,765.00,1599.00
C,13900.01,14000.00,840.00,770.00,1610.00
C,14000.01,14100.00,846.00,776.00,1622.00
C,14100.01,14200.00,852.00,781.00,1633.00
C,14200.01,14300.00,858.00,787.00,1645.00
C,14300.01,14400.00,864.00,792.00,1656.00
C,14400.01,14500.00,870.00,798.00,1668.00
C,14500.01,14600.00,876.00,803.00,1679.00
C,14600.01,14700.00,882.00,809.00,1691.00
C,14700.01,14800.00,888.00,814.00,1702.00
C,14800.01,14900.00,894.00,820.00,1714.00
C,14900.01,15000.00,900.00,825.00,1725.00
C,15000.01,15100.00,906.00,831.00,1737.00
C,15100.01,15200.00,912.00,836.00,1748.00
C,15200.01,15300.00,918.00,842.00,1760.00
C,15300.01,15400.00,924.00,847.00,1771.00
C,15400.01,15500.00,930.00,853.00,1783.00
C,15500.01,15600.00,936.00,858.00,1794.00
C,15600.01,15700.00,942.00,864.00,1806.00
C,15700.01,15800.00,948.00,869.00,1817.00
C,15800.01,15900.00,954.00,875.00,1829.00
C,15900.01,16000.00,960.00,880.00,1840.00
C,16000.01,16100.00,966.00,886.00,1852.00
C,16100.01,16200.00,972.00,891.00,1863.00
C,16200.01,16300.00,978.00,897.00,1875.00
C,16300.01,16400.00,984.00,902.00,1886.00
C,16400.01,16500.00,990.00,908.00,1898.00
C,16500.01,16600.00,996.00,913.00,1909.00
C,16600.01,16700.00,1002.00,919.00,1921.00
C,16700.01,16800.00,1008.00,924.00,1932.00
C,16800.01,16900.00,1014.00,930.00,1944.00
C,16900.01,17000.00,1020.00,935.00,1955.00
C,17000.01,17100.00,1026.00,941.00,1967.00
C,17100.01,17200.00,1032.00,946.00,1978.00
C,17200.01,17300.00,1038.00,952.00,1990.00
C,17300.01,17400.00,1044.00,957.00,2001.00
C,17400.01,17500.00,1050.00,963.00,2013.00
C,17500.01,17600.00,1056.00,968.00,2024.00
C,17600.01,17700.00,1062.00,974.00,2036.00
C,17700.01,17800.00,1068.00,979.00,2047.00
C,17800.01,17900.00,1074.00,985.00,2059.00
C,17900.01,18000.00,1080.00,990.00,2070.00
C,18000.01,18100.00,1086.00,996.00,2082.00
C,18100.01,18200.00,1092.00,1001.00,2093.00
C,18200.01,18300.00,1098.00,1007.00,2105.00
C,18300.01,18400.00,1104.00,1012.00,2116.00
C,18400.01,18500.00,1110.00,1018.00,2128.00
C,18500.01,18600.00,1116.00,1023.00,2139.00
C,18600.01,18700.00,1122.00,1029.00,2151.00
C,18700.01,18800.00,1128.00,1034.00,2162.00
C,18800.01,18900.00,1134.00,1040.00,2174.00
C,18900.01,19000.00,1140.00,1045.00,2185.00
C,19000.01,19100.00,1146.00,1051.00,2197.00
C,19100.01,19200.00,1152.00,1056.00,2208.00
C,19200.01,19300.00,1158.00,1062.00,2220.00
C,19300.01,19400.00,1164.00,1067.00,2231.00
C,19400.01,19500.00,1170.00,1073.00,2243.00
C,19500.01,19600.00,1176.00,1078.00,2254.00
C,19600.01,19700.00,1182.00,1084.00,2266.00
C,19700.01,19800.00,1188.00,1089.00,2277.00
C,19800.01,19900.00,1194.00,1095.00,2289.00
C,19900.01,20000.00,1200.00,1100.00,2300.00
E,0.01,10.00,0.00,0.00,0.00
E,10.01,20.00,1.00,0.00,1.00
E,20.01,40.00,2.00,0.00,2.00
E,40.01,60.00,3.00,0.00,3.00
E,60.01,80.00,4.00,0.00,4.00
E,80.01,100.00,4.00,0.00,4.00
E,100.01,120.00,5.00,0.00,5.00
E,120.01,140.00,6.00,0.00,6.00
E,140.01,160.00,7.00,0.00,7.00
E,160.01,180.00,8.00,0.00,8.00
E,180.01,200.00,8.00,0.00,8.00
E,200.01,220.00,9.00,0.00,9.00
E,220.01,240.00,10.00,0.00,10.00
E,240.01,260.00,11.00,0.00,11.00
E,260.01,280.00,12.00,0.00,12.00
E,280.01,300.00,12.00,0.00,12.00
E,300.01,320.00,13.00,0.00,13.00
E,320.01,340.00,14.00,0.00,14.00
E,340.01,360.00,15.00,0.00,15.00
E,360.01,380.00,16.00,0.00,16.00
E,380.01,400.00,16.00,0.00,16.00
E,400.01,420.00,17.00,0.00,17.00
E,420.01,440.00,18.00,0.00,18.00
E,440.01,460.00,19.00,0.00,19.00
E,460.01,480.00,20.00,0.00,20.00
E,480.01,500.00,20.00,0.00,20.00
E,500.01,520.00,21.00,0.00,21.00
E,520.01,540.00,22.00,0.00,22.00
E,540.01,560.00,23.00,0.00,23.00
E,560.01,580.00,24.00,0.00,24.00
E,580.01,600.00,24.00,0.00,24.00
E,600.01,620.00,25.00,0.00,25.00
E,620.01,640.00,26.00,0.00,26.00
E,640.01,660.00,27.00,0.00,27.00
E,660.01,680.00,28.00,0.00,28.00
E,680.01,700.00,28.00,0.00,28.00
E,700.01,720.00,29.00,0.00,29.00
E,720.01,740.00,30.00,0.00,30.00
E,740.01,760.00,31.00,0.00,31.00
E,760.01,780.00,32.00,0.00,32.00
E,780.01,800.00,32.00,0.00,32.00
E,800.01,820.00,33.00,0.00,33.00
E,820.01,840.00,34.00,0.00,34.00
E,840.01,860.00,35.00,0.00,35.00
E,860.01,880.00,36.00,0.00,36.00
E,880.01,900.00,36.00,0.00,36.00
E,900.01,920.00,37.00,0.00,37.00
E,920.01,940.00,38.00,0.00,38.00
E,940.01,960.00,39.00,0.00,39.00
E,960.01,980.00,40.00,0.00,40.00
E,980.01,1000.00,40.00,0.00,40.00
E,1000.01,1020.00,41.00,0.00,41.00
E,1020.01,1040.00,42.00,0.00,42.00
E,1040.01,1060.00,43.00,0.00,43.00
E,1060.01,1080.00,44.00,0.00,44.00
E,1080.01,1100.00,44.00,0.00,44.00
E,1100.01,1120.00,45.00,0.00,45.00
E,1120.01,1140.00,46.00,0.00,46.00
E,1140.01,1160.00,47.00,0.00,47.00
E,1160.01,1180.00,48.00,0.00,48.00
E,1180.01,1200.00,48.00,0.00,48.00
E,1200.01,1220.00,49.00,0.00,49.00
E,1220.01,1240.00,50.00,0.00,50.00
E,1240.01,1260.00,51.00,0.00,51.00
E,1260.01,1280.00,52.00,0.00,52.00
E,1280.01,1300.00,52.00,0.00,52.00
E,1300.01,1320.00,53.00,0.00,53.00
E,1320.01,1340.00,54.00,0.00,54.00
E,1340.01,1360.00,55.00,0.00,55.00
E,1360.01,1380.00,56.00,0.00,56.00
E,1380.01,1400.00,56.00,0.00,56.00
E,1400.01,1420.00,57.00,0.00,57.00
E,1420.01,1440.00,58.00,0.00,58.00
E,1440.01,1460.00,59.00,0.00,59.00
E,1460.01,1480.00,60.00,0.00,60.00
E,1480.01,1500.00,60.00,0.00,60.00
E,1500.01,1520.00,61.00,0.00,61.00
E,1520.01,1540.00,62.00,0.00,62.00
E,1540.01,1560.00,63.00,0.00,63.00
E,1560.01,1580.00,64.00,0.00,64.00
E,1580.01,1600.00,64.00,0.00,64.00
E,1600.01,1620.00,65.00,0.00,65.00
E,1620.01,1640.00,66.00,0.00,66.00
E,1640.01,1660.00,67.00,0.00,67.00
E,1660.01,1680.00,68.00,0.00,68.00
E,1680.01,1700.00,68.00,0.00,68.00
E,1700.01,1720.00,69.00,0.00,69.00
E,1720.01,1740.00,70.00,0.00,70.00
E,1740.01,1760.00,71.00,0.00,71.00
E,1760.01,1780.00,72.00,0.00,72.00
E,1780.01,1800.00,72.00,0.00,72.00
E,1800.01,1820.00,73.00,0.00,73.00
E,1820.01,1840.00,74.00,0.00,74.00
E,1840.01,1860.00,75.00,0.00,75.00
E,1860.01,1880.00,76.00,0.00,76.00
E,1880.01,1900.00,76.00,0.00,76.00
E,1900.01,1920.00,77.00,0.00,77.00
E,1920.01,1940.00,78.00,0.00,78.00
E,1940.01,1960.00,79.00,0.00,79.00
E,1960.01,1980.00,80.00,0.00,80.00
E,1980.01,2000.00,80.00,0.00,80.00
E,2000.01,2020.00,81.00,0.00,81.00
E,2020.01,2040.00,82.00,0.00,82.00
E,2040.01,2060.00,83.00,0.00,83.00
E,2060.01,2080.00,84.00,0.00,84.00
E,2080.01,2100.00,84.00,0.00,84.00
E,2100.01,2120.00,85.00,0.00,85.00
E,2120.01,2140.00,86.00,0.00,86.00
E,2140.01,2160.00,87.00,0.00,87.00
E,2160.01,2180.00,88.00,0.00,88.00
E,2180.01,2200.00,88.00,0.00,88.00
E,2200.01,2220.00,89.00,0.00,89.00
E,2220.01,2240.00,90.00,0.00,90.00
E,2240.01,2260.00,91.00,0.00,91.00
E,2260.01,2280.00,92.00,0.00,92.00
E,2280.01,2300.00,92.00,0.00,92.00
E,2300.01,2320.00,93.00,0.00,93.00
E,2320.01,2340.00,94.00,0.00,94.00
E,2340.01,2360.00,95.00,0.00,95.00
E,2360.01,2380.00,96.00,0.00,96.00
E,2380.01,2400.00,96.00,0.00,96.00
E,2400.01,2420.00,97.00,0.00,97.00
E,2420.01,2440.00,98.00,0.00,98.00
E,2440.01,2460.00,99.00,0.00,99.00
E,2460.01,2480.00,100.00,0.00,100.00
E,2480.01,2500.00,100.00,0.00,100.00
E,2500.01,2520.00,101.00,0.00,101.00
E,2520.01,2540.00,102.00,0.00,102.00
E,2540.01,2560.00,103.00,0.00,103.00
E,2560.01,2580.00,104.00,0.00,104.00
E,2580.01,2600.00,104.00,0.00,104.00
E,2600.01,2620.00,105.00,0.00,105.00
E,2620.01,2640.00,106.00,0.00,106.00
E,2640.01,2660.00,107.00,0.00,107.00
E,2660.01,2680.00,108.00,0.00,108.00
E,2680.01,2700.00,108.00,0.00,108.00
E,2700.01,2720.00,109.00,0.00,109.00
E,2720.01,2740.00,110.00,0.00,110.00
E,2740.01,2760.00,111.00,0.00,111.00
E,2760.01,2780.00,112.00,0.00,112.00
E,2780.01,2800.00,112.00,0.00,112.00
E,2800.01,2820.00,113.00,0.00,113.00
E,2820.01,2840.00,114.00,0.00,114.00
E,2840.01,2860.00,115.00,0.00,115.00
E,2860.01,2880.00,116.00,0.00,116.00
E,2880.01,2900.00,116.00,0.00,116.00
E,2900.01,2920.00,117.00,0.00,117.00
E,2920.01,2940.00,118.00,0.00,118.00
E,2940.01,2960.00,119.00,0.00,119.00
E,2960.01,2980.00,120.00,0.00,120.00
E,2980.01,3000.00,120.00,0.00,120.00
E,3000.01,3020.00,121.00,0.00,121.00
E,3020.01,3040.00,122.00,0.00,122.00
E,3040.01,3060.00,123.00,0.00,123.00
E,3060.01,3080.00,124.00,0.00,124.00
E,3080.01,3100.00,124.00,0.00,124.00
E,3100.01,3120.00,125.00,0.00,125.00
E,3120.01,3140.00,126.00,0.00,126.00
E,3140.01,3160.00,127.00,0.00,127.00
E,3160.01,3180.00,128.00,0.00,128.00
E,3180.01,3200.00,128.00,0.00,128.00
E,3200.01,3220.00,129.00,0.00,129.00
E,3220.01,3240.00,130.00,0.00,130.00
E,3240.01,3260.00,131.00,0.00,131.00
E,3260.01,3280.00,132.00,0.00,132.00
E,3280.01,3300.00,132.00,0.00,132.00
E,3300.01,3320.00,133.00,0.00,133.00
E,3320.01,3340.00,134.00,0.00,134.00
E,3340.01,3360.00,135.00,0.00,135.00
E,3360.01,3380.00,136.00,0.00,136.00
E,3380.01,3400.00,136.00,0.00,136.00
E,3400.01,3420.00,137.00,0.00,137.00
E,3420.01,3440.00,138.00,0.00,138.00
E,3440.01,3460.00,139.00,0.00,139.00
E,3460.01,3480.00,140.00,0.00,140.00
E,3480.01,3500.00,140.00,0.00,140.00
E,3500.01,3520.00,141.00,0.00,141.00
E,3520.01,3540.00,142.00,0.00,142.00
E,3540.01,3560.00,143.00,0.00,143.00
E,3560.01,3580.00,144.00,0.00,144.00
E,3580.01,3600.00,144.00,0.00,144.00
E,3600.01,3620.00,145.00,0.00,145.00
E,3620.01,3640.00,146.00,0.00,146.00
E,3640.01,3660.00,147.00,0.00,147.00
E,3660.01,3680.00,148.00,0.00,148.00
E,3680.01,3700.00,148.00,0.00,148.00
E,3700.01,3720.00,149.00,0.00,149.00
E,3720.01,3740.00,150.00,0.00,150.00
E,3740.01,3760.00,151.00,0.00,151.00
E,3760.01,3780.00,152.00,0.00,152.00
E,3780.01,3800.00,152.00,0.00,152.00
E,3800.01,3820.00,153.00,0.00,153.00
E,3820.01,3840.00,154.00,0.00,154.00
E,3840.01,3860.00,155.00,0.00,155.00
E,3860.01,3880.00,156.00,0.00,156.00
E,3880.01,3900.00,156.00,0.00,156.00
E,3900.01,3920.00,157.00,0.00,157.00
E,3920.01,3940.00,158.00,0.00,158.00
E,3940.01,3960.00,159.00,0.00,159.00
E,3960.01,3980.00,160.00,0.00,160.00
E,3980.01,4000.00,160.00,0.00,160.00
E,4000.01,4020.00,161.00,0.00,161.00
E,4020.01,4040.00,162.00,0.00,162.00
E,4040.01,4060.00,163.00,0.00,163.00
E,4060.01,4080.00,164.00,0.00,164.00
E,4080.01,4100.00,164.00,0.00,164.00
E,4100.01,4120.00,165.00,0.00,165.00
E,4120.01,4140.00,166.00,0.00,166.00
E,4140.01,4160.00,167.00,0.00,167.00
E,4160.01,4180.00,168.00,0.00,168.00
E,4180.01,4200.00,168.00,0.00,168.00
E,4200.01,4220.00,169.00,0.00,169.00
E,4220.01,4240.00,170.00,0.00,170.00
E,4240.01,4260.00,171.00,0.00,171.00
E,4260.01,4280.00,172.00,0.00,172.00
E,4280.01,4300.00,172.00,0.00,172.00
E,4300.01,4320.00,173.00,0.00,173.00
E,4320.01,4340.00,174.00,0.00,174.00
E,4340.01,4360.00,175.00,0.00,175.00
E,4360.01,4380.00,176.00,0.00,176.00
E,4380.01,4400.00,176.00,0.00,176.00
E,4400.01,4420.00,177.00,0.00,177.00
E,4420.01,4440.00,178.00,0.00,178.00
E,4440.01,4460.00,179.00,0.00,179.00
E,4460.01,4480.00,180.00,0.00,180.00
E,4480.01,4500.00,180.00,0.00,180.00
E,4500.01,4520.00,181.00,0.00,181.00
E,4520.01,4540.00,182.00,0.00,182.00
E,4540.01,4560.00,183.00,0.00,183.00
E,4560.01,4580.00,184.00,0.00,184.00
E,4580.01,4600.00,184.00,0.00,184.00
E,4600.01,4620.00,185.00,0.00,185.00
E,4620.01,4640.00,186.00,0.00,186.00
E,4640.01,4660.00,187.00,0.00,187.00
E,4660.01,4680.00,188.00,0.00,188.00
E,4680.01,4700.00,188.00,0.00,188.00
E,4700.01,4720.00,189.00,0.00,189.00
E,4720.01,4740.00,190.00,0.00,190.00
E,4740.01,4760.00,191.00,0.00,191.00
E,4760.01,4780.00,192.00,0.00,192.00
E,4780.01,4800.00,192.00,0.00,192.00
E,4800.01,4820.00,193.00,0.00,193.00
E,4820.01,4840.00,194.00,0.00,194.00
E,4840.01,4860.00,195.00,0.00,195.00
E,4860.01,4880.00,196.00,0.00,196.00
E,4880.01,4900.00,196.00,0.00,196.00
E,4900.01,4920.00,197.00,0.00,197.00
E,4920.01,4940.00,198.00,0.00,198.00
E,4940.01,4960.00,199.00,0.00,199.00
E,4960.01,4980.00,200.00,0.00,200.00
E,4980.01,5000.00,200.00,0.00,200.00
E,5000.01,5100.00,204.00,0.00,204.00
E,5100.01,5200.00,208.00,0.00,208.00
E,5200.01,5300.00,212.00,0.00,212.00
E,5300.01,5400.00,216.00,0.00,216.00
E,5400.01,5500.00,220.00,0.00,220.00
E,5500.01,5600.00,224.00,0.00,224.00
E,5600.01,5700.00,228.00,0.00,228.00
E,5700.01,5800.00,232.00,0.00,232.00
E,5800.01,5900.00,236.00,0.00,236.00
E,5900.01,6000.00,240.00,0.00,240.00
E,6000.01,6100.00,244.00,0.00,244.00
E,6100.01,6200.00,248.00,0.00,248.00
E,6200.01,6300.00,252.00,0.00,252.00
E,6300.01,6400.00,256.00,0.00,256.00
E,6400.01,6500.00,260.00,0.00,260.00
E,6500.01,6600.00,264.00,0.00,264.00
E,6600.01,6700.00,268.00,0.00,268.00
E,6700.01,6800.00,272.00,0.00,272.00
E,6800.01,6900.00,276.00,0.00,276.00
E,6900.01,7000.00,280.00,0.00,280.00
E,7000.01,7100.00,284.00,0.00,284.00
E,7100.01,7200.00,288.00,0.00,288.00
E,7200.01,7300.00,292.00,0.00,292.00
E,7300.01,7400.00,296.00,0.00,296.00
E,7400.01,7500.00,300.00,0.00,300.00
E,7500.01,7600.00,304.00,0.00,304.00
E,7600.01,7700.00,308.00,0.00,308.00
E,7700.01,7800.00,312.00,0.00,312.00
E,7800.01,7900.00,316.00,0.00,316.00
E,7900.01,8000.00,320.00,0.00,320.00
E,8000.01,8100.00,324.00,0.00,324.00
E,8100.01,8200.00,328.00,0.00,328.00
E,8200.01,8300.00,332.00,0.00,332.00
E,8300.01,8400.00,336.00,0.00,336.00
E,8400.01,8500.00,340.00,0.00,340.00
E,8500.01,8600.00,344.00,0.00,344.00
E,8600.01,8700.00,348.00,0.00,348.00
E,8700.01,8800.00,352.00,0.00,352.00
E,8800.01,8900.00,356.00,0.00,356.00
E,8900.01,9000.00,360.00,0.00,360.00
E,9000.01,9100.00,364.00,0.00,364.00
E,9100.01,9200.00,368.00,0.00,368.00
E,9200.01,9300.00,372.00,0.00,372.00
E,9300.01,9400.00,376.00,0.00,376.00
E,9400.01,9500.00,380.00,0.00,380.00
E,9500.01,9600.00,384.00,0.00,384.00
E,9600.01,9700.00,388.00,0.00,388.00
E,9700.01,9800.00,392.00,0.00,392.00
E,9800.01,9900.00,396.00,0.00,396.00
E,9900.01,10000.00,400.00,0.00,400.00
E,10000.01,10100.00,404.00,0.00,404.00
E,10100.01,10200.00,408.00,0.00,408.00
E,10200.01,10300.00,412.00,0.00,412.00
E,10300.01,10400.00,416.00,0.00,416.00
E,10400.01,10500.00,420.00,0.00,420.00
E,10500.01,10600.00,424.00,0.00,424.00
E,10600.01,10700.00,428.00,0.00,428.00
E,10700.01,10800.00,432.00,0.00,432.00
E,10800.01,10900.00,436.00,0.00,436.00
E,10900.01,11000.00,440.00,0.00,440.00
E,11000.01,11100.00,444.00,0.00,444.00
E,11100.01,11200.00,448.00,0.00,448.00
E,11200.01,11300.00,452.00,0.00,452.00
E,11300.01,11400.00,456.00,0.00,456.00
E,11400.01,11500.00,460.00,0.00,460.00
E,11500.01,11600.00,464.00,0.00,464.00
E,11600.01,11700.00,468.00,0.00,468.00
E,11700.01,11800.00,472.00,0.00,472.00
E,11800.01,11900.00,476.00,0.00,476.00
E,11900.01,12000.00,480.00,0.00,480.00
E,12000.01,12100.00,484.00,0.00,484.00
E,12100.01,12200.00,488.00,0.00,488.00
E,12200.01,12300.00,492.00,0.00,492.00
E,12300.01,12400.00,496.00,0.00,496.00
E,12400.01,12500.00,500.00,0.00,500.00
E,12500.01,12600.00,504.00,0.00,504.00
E,12600.01,12700.00,508.00,0.00,508.00
E,12700.01,12800.00,512.00,0.00,512.00
E,12800.01,12900.00,516.00,0.00,516.00
E,12900.01,13000.00,520.00,0.00,520.00
E,13000.01,13100.00,524.00,0.00,524.00
E,13100.01,13200.00,528.00,0.00,528.00
E,13200.01,13300.00,532.00,0.00,532.00
E,13300.01,13400.00,536.00,0.00,536.00
E,13400.01,13500.00,540.00,0.00,540.00
E,13500.01,13600.00,544.00,0.00,544.00
E,13600.01,13700.00,548.00,0.00,548.00
E,13700.01,13800.00,552.00,0.00,552.00
E,13800.01,13900.00,556.00,0.00,556.00
E,13900.01,14000.00,560.00,0.00,560.00
E,14000.01,14100.00,564.00,0.00,564.00
E,14100.01,14200.00,568.00,0.00,568.00
E,14200.01,14300.00,572.00,0.00,572.00
E,14300.01,14400.00,576.00,0.00,576.00
E,14400.01,14500.00,580.00,0.00,580.00
E,14500.01,14600.00,584.00,0.00,584.00
E,14600.01,14700.00,588.00,0.00,588.00
E,14700.01,14800.00,592.00,0.00,592.00
